temperature,humidity,rainfall,nitrogen,phosphorus,potassium,ph,label
39.9,77.2,118.4,37.0,48.7,172.9,4.6,Chili Red
21.5,36.3,276.0,57.1,142.2,71.2,7.8,Seetapal
23.2,64.6,138.8,54.8,77.1,13.7,5.4,Potato
24.8,35.7,92.9,14.4,88.8,19.3,7.5,Banana - Green
22.7,32.4,212.0,88.8,10.4,35.0,6.4,Ginger(Dry)
17.2,37.1,152.4,65.2,24.7,8.5,6.2,Other Pulses
26.1,80.0,119.7,87.0,69.5,59.2,6.5,Arecanut(Betelnut/Supari)
12.7,36.2,196.2,96.3,57.6,98.4,7.2,Soanf
27.5,87.8,248.9,98.1,8.7,22.1,7.6,Sugar
29.8,64.9,261.9,88.5,24.0,64.5,7.4,Tamarind Fruit
19.7,53.6,284.9,55.4,72.0,50.3,4.5,Lentil (Masur)(Whole)
20.1,67.5,174.6,51.4,127.8,23.1,6.4,Jute
36.0,31.9,211.0,106.8,110.1,181.6,7.4,Guava
10.2,71.7,62.2,74.6,139.5,22.4,8.1,Mustard
16.7,72.7,109.3,45.6,108.2,133.2,7.9,Castor Seed
11.1,55.4,67.2,122.8,83.4,132.4,5.7,Potato
26.4,49.2,130.9,18.5,68.6,162.2,8.4,Potato
22.1,46.6,126.1,46.2,73.5,72.5,7.1,Banana - Green
19.1,41.6,82.3,41.7,113.1,96.7,5.4,Marigold(Calcutta)
20.7,89.1,226.9,62.9,1.8,106.7,8.4,Amla(Nelli Kai)
27.0,71.2,65.0,77.7,62.5,27.4,5.3,Cauliflower
19.9,49.3,189.5,120.6,32.5,193.0,6.9,Banana - Green
20.1,36.2,193.4,80.7,138.1,90.7,7.3,Masur Dal
29.2,66.0,180.3,103.2,122.7,204.8,6.4,Leafy Vegetable
31.1,65.9,164.9,10.6,11.3,0.5,8.4,Masur Dal
20.4,75.8,202.0,14.4,123.6,123.3,8.3,Amla(Nelli Kai)
14.8,87.8,114.0,53.8,73.8,200.7,7.3,Masur Dal
14.3,77.7,163.4,115.8,63.5,44.5,5.2,Ragi (Finger Millet)
17.8,50.8,248.5,87.5,136.0,139.3,6.8,Drumstick
11.5,89.7,157.0,92.7,34.0,191.4,5.6,Garlic
13.6,74.7,180.1,31.5,42.0,114.3,6.9,Mango (Raw-Ripe)
32.3,60.1,253.5,104.3,3.0,129.2,6.2,Methi(Leaves)
11.1,80.4,61.2,126.9,78.1,34.5,6.3,Bajra(Pearl Millet/Cumbu)
27.7,64.1,292.8,123.7,137.1,23.3,8.0,Pear(Marasebu)
25.5,31.2,120.6,7.4,130.5,148.7,8.5,Cauliflower
30.0,80.2,92.4,2.7,113.0,125.0,7.3,Sunflower
26.7,65.4,184.7,99.0,60.7,137.2,5.0,Mataki
37.6,62.4,226.4,50.1,109.0,127.2,6.3,Almond(Badam)
15.5,51.7,238.2,92.1,84.3,108.6,7.9,Cashewnuts
27.1,44.1,260.8,119.4,106.3,126.1,8.0,Pomegranate
35.8,37.9,226.3,103.9,98.3,51.7,8.0,Paddy(Dhan)(Common)
37.2,73.5,237.3,20.4,14.9,117.0,4.6,Water Melon
38.0,81.5,92.7,61.1,67.3,161.8,6.9,"Sesamum(Sesame,Gingelly,Til)"
31.4,58.2,298.5,102.7,75.1,165.0,7.3,Ajwan
33.0,38.4,104.7,90.2,133.6,91.4,6.4,Amla(Nelli Kai)
22.8,43.3,71.6,58.3,89.6,136.4,8.4,Sugar
39.7,37.0,142.6,112.9,12.5,110.9,7.9,Arhar (Tur/Red Gram)(Whole)
35.2,35.0,92.3,40.7,69.2,70.9,6.5,Karbuja(Musk Melon)
35.7,52.5,165.5,1.7,57.9,94.4,8.1,Amla(Nelli Kai)
16.2,51.3,217.3,67.7,60.7,73.4,6.9,Cow
25.8,42.5,181.2,77.7,107.7,45.1,6.0,Litchi
21.9,84.0,115.2,55.1,73.2,183.0,8.0,Black Gram (Urd Beans)(Whole)
39.1,68.2,223.1,30.5,129.4,136.9,8.0,Arhar Dal(Tur Dal)
35.8,38.8,277.2,39.7,130.4,162.1,6.8,Guava
11.3,42.2,100.2,9.1,105.3,77.9,8.0,Corriander seed
14.7,89.1,276.7,134.8,123.6,179.9,6.9,Groundnut
16.3,31.6,229.8,2.8,141.1,45.4,7.2,Bengal Gram(Gram)(Whole)
29.1,73.6,294.0,72.3,46.8,163.0,5.6,Sabu Dan
39.2,84.7,90.4,51.6,61.5,73.9,7.7,Bitter gourd
39.6,65.3,114.1,78.9,11.1,164.0,8.2,Cummin Seed(Jeera)
17.2,56.8,80.7,5.2,46.5,56.3,6.1,Mango
12.8,51.9,248.3,98.4,3.8,92.2,7.8,Chow Chow
23.2,53.4,61.6,71.5,18.3,172.7,6.7,Cowpea (Lobia/Karamani)
23.1,84.2,137.1,72.0,113.6,81.3,7.0,Garlic
19.8,84.0,128.1,38.3,71.7,187.2,7.3,Sweet Pumpkin
24.0,78.1,279.0,11.5,45.5,61.2,8.5,Jack Fruit
27.7,65.0,59.1,31.4,131.3,111.6,6.2,Bengal Gram(Gram)(Whole)
36.5,87.2,59.7,8.3,13.2,159.2,5.3,Coconut
30.0,71.9,274.1,62.8,95.3,152.7,6.3,Water Melon
18.4,69.3,255.9,8.8,112.6,168.4,6.3,Tender Coconut
21.4,74.0,247.9,133.7,114.5,173.1,8.3,Bhindi(Ladies Finger)
15.0,64.5,165.8,92.4,115.2,154.0,8.3,Apple
31.8,35.0,208.6,120.1,38.0,142.1,6.1,Chilly Capsicum
39.7,85.1,149.1,15.9,31.1,35.6,5.9,Beetroot
18.6,76.1,101.3,99.7,84.1,35.2,5.5,Cow
13.9,88.2,296.0,26.2,125.4,80.0,6.0,Ghee
36.8,75.3,164.2,108.3,30.2,123.0,6.6,Chikoos(Sapota)
19.3,87.8,84.8,6.1,1.3,158.9,4.7,Corriander seed
12.5,78.7,229.7,102.1,14.5,147.1,7.2,Cucumbar(Kheera)
23.9,89.5,292.7,131.9,113.7,72.7,6.1,Bengal Gram(Gram)(Whole)
31.9,40.5,109.2,80.5,42.8,86.6,6.4,Bajra(Pearl Millet/Cumbu)
11.2,65.3,149.4,136.3,78.9,56.4,7.3,Guava
25.4,58.9,237.8,39.5,31.8,189.9,6.8,Green Gram (Moong)(Whole)
31.0,41.9,60.5,42.8,40.8,179.1,8.0,Brinjal
28.6,73.7,224.9,87.0,2.8,73.0,4.9,Ghee
35.1,37.7,116.9,95.3,142.4,163.4,7.6,Jowar(Sorghum)
24.3,51.3,220.6,92.7,103.7,55.0,5.8,Jowar(Sorghum)
17.1,85.0,250.5,19.6,6.8,19.1,5.7,Arecanut(Betelnut/Supari)
37.4,57.9,181.5,46.2,7.9,133.8,5.0,Sweet Potato
25.6,34.4,178.0,115.2,137.3,21.9,7.0,Bajra(Pearl Millet/Cumbu)
24.1,83.2,190.3,25.0,21.1,0.8,8.3,Rice
17.7,85.1,190.9,49.7,23.8,97.1,7.4,Ajwan
18.8,52.3,75.5,126.0,41.5,53.1,8.2,Snakeguard
10.9,72.9,140.4,17.6,36.8,131.6,5.6,Jack Fruit
16.5,72.8,142.5,39.1,26.2,113.3,5.4,Sunflower
36.2,55.9,153.2,107.0,84.5,14.6,8.1,She Buffalo
20.2,66.5,235.0,49.6,67.6,13.2,6.9,Apple
23.6,76.9,147.3,107.0,17.3,8.6,6.4,Peas Wet
31.1,82.5,286.0,14.3,87.1,136.7,5.2,Arhar Dal(Tur Dal)
39.5,49.7,269.1,118.0,138.0,162.0,7.1,Tomato
39.9,77.2,269.3,104.7,129.8,15.6,8.2,Black Gram Dal (Urd Dal)
10.1,63.6,111.1,88.4,40.8,18.0,6.5,Garlic
14.7,33.3,150.2,47.2,92.4,109.8,6.9,Plum
19.4,48.4,88.1,37.0,62.0,150.2,5.8,Soanf
34.2,33.3,99.3,68.5,22.9,142.0,7.8,Tender Coconut
31.5,78.0,136.5,24.2,0.4,92.4,5.9,Snakeguard
10.6,69.2,204.6,43.4,12.4,18.6,8.2,Cucumbar(Kheera)
24.0,73.7,115.4,4.6,60.6,87.2,4.8,Pomegranate
37.1,83.0,177.2,90.0,57.2,96.0,8.1,Pear(Marasebu)
24.1,82.3,106.3,66.8,19.2,81.0,5.2,Pointed gourd (Parval)
18.4,40.6,191.0,15.6,27.5,139.1,4.8,Orange
38.3,35.1,186.9,73.1,105.2,53.6,8.2,Mango
11.2,83.7,122.5,19.4,144.4,71.2,5.0,Arhar Dal(Tur Dal)
24.5,77.6,194.1,47.9,117.4,48.8,5.4,Bajra(Pearl Millet/Cumbu)
37.9,46.9,60.8,86.9,8.1,103.9,6.0,Black Gram Dal (Urd Dal)
32.4,79.4,264.0,14.9,80.9,165.8,5.0,Jute
38.5,48.0,54.8,60.5,4.8,195.6,5.3,Green Gram (Moong)(Whole)
16.8,59.1,132.1,134.9,142.4,154.5,8.4,Leafy Vegetable
37.9,85.9,292.3,17.6,23.3,138.7,6.7,Cinamon(Dalchini)
33.9,71.4,292.1,13.0,102.5,16.9,4.5,Ragi (Finger Millet)
10.8,47.5,148.9,77.3,42.4,201.7,5.7,Apple
21.6,56.1,259.6,78.9,54.7,36.8,6.5,Coconut
36.5,63.6,257.1,99.8,101.0,66.5,5.4,Sugarcane
15.4,89.2,75.2,129.4,34.2,155.8,6.6,Wheat
20.9,77.1,207.1,82.7,118.8,50.2,5.4,Arhar Dal(Tur Dal)
36.1,66.3,203.5,74.5,13.3,91.2,8.5,Guar
39.7,30.7,162.9,35.3,82.1,19.8,8.0,Mustard
26.1,30.3,68.1,40.7,127.9,30.1,7.3,Lime
31.6,47.8,74.2,125.3,98.2,132.9,4.7,Cinamon(Dalchini)
29.1,47.1,213.3,29.5,113.9,22.7,8.1,Seetapal
38.2,53.4,101.0,16.7,124.1,6.6,8.4,Pineapple
35.3,34.4,137.1,103.2,95.0,39.8,5.9,Tamarind Fruit
20.2,41.7,87.5,8.1,126.6,59.2,5.7,Little gourd (Kundru)
30.3,35.5,216.8,130.4,6.5,126.4,6.0,Green Gram (Moong)(Whole)
37.1,30.0,198.5,100.7,89.7,16.7,5.4,Leafy Vegetable
39.1,43.2,233.5,106.8,134.7,6.3,8.0,Arhar (Tur/Red Gram)(Whole)
18.9,64.2,214.2,64.7,116.6,23.1,4.8,Karbuja(Musk Melon)
36.7,63.8,138.0,84.8,12.9,2.0,4.6,Green Peas
31.9,54.7,207.3,97.9,103.1,10.7,7.9,Apple
26.7,83.5,121.8,45.9,16.8,79.7,4.6,Cucumbar(Kheera)
19.1,54.0,151.2,108.0,20.5,32.3,7.0,Sweet Potato
17.9,33.1,107.7,112.3,123.5,99.0,6.2,Coriander(Leaves)
20.6,31.7,295.4,87.5,72.6,78.7,6.7,Plum
39.1,45.5,214.2,45.5,112.2,26.8,8.4,Lime
15.6,57.7,50.3,83.8,88.1,50.7,6.7,Karbuja(Musk Melon)
23.9,75.7,181.1,31.2,49.0,100.5,5.8,Carrot
24.8,81.7,165.3,131.6,73.1,194.6,7.8,Banana - Green
11.3,44.1,149.1,63.0,133.6,114.8,4.7,Bhindi(Ladies Finger)
30.3,53.6,84.4,69.9,129.1,96.1,5.3,Orange
20.1,57.2,207.1,87.4,75.1,67.3,7.2,Pointed gourd (Parval)
12.4,35.5,156.9,18.9,132.5,96.4,6.8,Pointed gourd (Parval)
31.4,75.7,257.6,32.5,9.6,78.0,7.9,Goat
13.9,41.9,196.9,9.0,125.1,197.1,5.5,Green Gram (Moong)(Whole)
36.0,74.8,211.6,107.2,107.1,97.5,5.8,Ginger(Green)
16.9,61.3,77.7,54.0,11.3,58.1,7.2,French Beans (Frasbean)
14.2,74.1,211.4,136.0,132.1,58.1,4.6,Peach
32.0,51.3,255.1,6.3,109.5,54.7,6.4,Peach
33.1,74.2,75.5,5.0,45.9,44.5,7.3,Spinach
26.7,58.7,103.8,1.4,45.8,53.2,6.4,Castor Seed
24.5,55.3,230.9,35.0,89.4,146.2,8.1,Jowar(Sorghum)
28.1,83.9,258.3,4.5,20.1,173.9,8.3,Cabbage
38.6,38.5,220.0,26.9,35.8,159.8,6.0,Papaya
22.6,34.0,121.4,48.1,123.7,171.8,4.5,Gur(Jaggery)
15.0,49.1,182.4,118.5,138.5,4.2,5.9,Other Pulses
24.2,80.5,299.2,111.3,3.6,75.6,5.5,Ox
16.7,38.7,96.1,8.8,128.8,190.9,6.8,Seetapal
23.7,56.6,200.5,82.8,117.0,97.7,8.5,Guava
29.2,64.2,78.2,127.2,28.8,152.4,8.0,Carrot
22.9,69.3,89.7,103.2,100.0,111.3,6.8,Leafy Vegetable
23.9,36.2,164.5,52.6,83.8,89.9,4.6,Mango (Raw-Ripe)
22.5,77.1,278.0,99.8,61.3,13.5,7.7,Pear(Marasebu)
26.3,62.5,72.6,45.3,51.0,13.0,8.4,Cotton
18.0,60.1,259.4,39.8,22.9,55.8,4.9,Jack Fruit
10.4,52.2,56.9,55.0,76.2,104.9,5.2,Soyabean
23.3,70.1,128.9,95.6,126.4,48.7,8.4,Elephant Yam (Suran)
33.5,46.4,150.4,57.9,71.2,34.3,6.3,Chili Red
39.7,52.6,287.1,106.5,24.4,9.3,5.4,Coconut
31.7,59.5,54.8,31.7,102.9,61.7,8.2,Mango
28.7,63.8,150.5,90.1,79.8,51.4,6.1,Pointed gourd (Parval)
13.8,66.8,252.6,105.4,35.7,52.9,8.4,Green Chilli
27.0,37.9,151.5,46.1,31.0,191.4,8.0,Sweet Pumpkin
39.7,54.6,87.2,127.5,115.1,104.8,6.0,Peach
18.7,71.4,134.5,135.5,14.7,102.0,6.2,Black pepper
32.2,40.6,251.3,118.4,92.6,157.8,5.2,Brinjal
37.2,55.0,128.6,54.4,63.1,15.1,6.5,Cinamon(Dalchini)
34.1,83.2,112.2,117.1,66.5,56.1,8.4,Cardamoms
26.8,31.9,165.4,64.8,78.9,137.5,4.6,Elephant Yam (Suran)
37.8,72.6,154.7,72.4,12.2,201.8,7.2,Karbuja(Musk Melon)
26.3,63.1,139.1,62.6,140.0,77.4,5.5,Guar
17.2,66.3,197.1,88.3,23.0,58.6,5.3,Tamarind Fruit
25.1,51.3,223.9,25.7,74.0,102.5,7.8,Bottle gourd
12.7,49.2,287.5,133.1,83.1,129.5,6.3,Green Gram Dal (Moong Dal)
16.2,86.9,286.6,114.5,135.7,136.4,5.4,Bitter gourd
24.6,56.8,245.1,99.8,88.1,191.7,6.2,"Sesamum(Sesame,Gingelly,Til)"
33.4,51.3,295.6,25.3,85.7,18.4,7.4,Mint(Pudina)
35.2,45.9,58.1,114.9,67.6,122.9,5.8,Drumstick
18.0,77.3,143.4,102.6,2.4,3.0,4.6,Paddy(Dhan)(Common)
19.4,59.1,169.5,66.0,25.5,29.7,5.5,Guava
36.7,63.2,291.9,139.5,16.9,174.2,6.5,Chow Chow
27.6,83.2,182.1,122.9,117.6,15.6,5.3,Bengal Gram Dal (Chana Dal)
28.2,52.4,176.4,91.1,138.7,156.8,6.1,Jowar(Sorghum)
27.5,89.2,209.1,116.8,116.0,70.8,5.5,Guava
18.2,42.8,200.9,70.5,125.7,195.3,6.1,Groundnut
16.9,47.4,280.0,127.5,24.5,13.2,5.7,Pomegranate
37.0,82.7,129.3,121.6,54.5,60.9,7.1,She Buffalo
14.2,34.7,197.2,26.1,72.3,75.9,7.7,Mustard
27.2,86.9,161.0,61.0,72.5,143.0,6.0,Chili Red
18.1,57.0,213.2,119.9,41.6,37.7,6.0,Corriander seed
13.4,59.9,56.7,21.0,33.8,136.5,6.5,Methi(Leaves)
29.3,46.6,162.4,48.3,25.0,127.5,8.0,Almond(Badam)
20.4,78.7,166.2,14.2,122.7,112.3,6.9,Green Chilli
12.4,56.7,246.3,4.3,85.0,121.9,8.2,Black Gram (Urd Beans)(Whole)
28.7,82.4,164.0,113.2,113.5,85.0,6.5,Seetapal
23.0,34.5,277.5,62.7,121.6,200.8,7.2,Beans
18.4,68.6,223.5,71.8,44.3,43.6,4.6,Jute
34.8,43.5,71.6,84.5,99.7,60.4,6.9,Jack Fruit
10.3,73.4,183.9,117.1,119.1,172.9,6.4,Garlic
28.5,46.8,214.2,75.7,61.4,138.0,6.2,Corriander seed
36.4,36.0,85.1,102.8,125.4,110.0,5.7,Seetapal
12.8,50.1,137.7,7.2,17.3,39.6,7.9,Potato
23.1,45.0,133.6,47.8,139.1,163.7,6.3,Tamarind Fruit
15.4,83.7,189.2,131.0,25.5,162.4,4.7,Green Chilli
15.2,62.8,228.6,62.2,3.9,92.1,5.7,Apple
38.4,44.7,82.9,42.3,129.8,199.3,7.9,Groundnut
19.7,88.6,69.7,101.5,95.8,39.3,6.1,Ridgeguard(Tori)
18.0,39.5,170.3,39.7,144.0,118.9,6.8,Green Peas
31.0,52.4,169.9,27.6,98.6,45.4,4.5,Sabu Dan
26.8,41.2,106.1,69.1,139.4,157.8,6.5,Bhindi(Ladies Finger)
39.3,54.6,112.6,106.2,43.4,165.3,6.6,Tender Coconut
16.9,58.7,151.5,122.2,4.7,183.6,7.1,Pear(Marasebu)
37.1,35.5,163.1,52.9,42.8,203.8,7.4,Ginger(Dry)
16.1,75.7,146.6,71.6,71.4,118.3,8.0,Linseed
16.6,34.0,236.8,71.0,34.5,114.0,5.9,Ajwan
17.1,38.3,203.0,23.3,76.7,121.0,5.7,Mango
20.3,88.1,223.7,56.2,27.9,73.0,5.2,Chow Chow
30.3,31.5,152.9,46.6,97.1,44.3,6.9,Black Gram Dal (Urd Dal)
17.0,68.5,163.8,77.5,17.7,164.4,7.6,Groundnut
21.5,66.8,154.0,81.7,67.7,69.8,8.3,Rice
10.2,78.5,80.7,71.4,48.8,70.1,6.4,Guar
38.7,81.7,252.4,91.7,79.9,17.8,6.1,Pumpkin
21.0,88.7,155.2,70.3,131.9,147.0,6.8,Almond(Badam)
17.8,85.6,282.7,58.3,57.1,63.0,7.9,Cherry
38.7,59.9,282.9,81.7,78.1,93.2,5.3,Soyabean
14.3,90.0,205.6,60.3,41.8,123.8,4.7,Ragi (Finger Millet)
11.7,34.8,298.2,109.7,133.7,40.0,8.3,Ginger(Dry)
11.3,68.6,188.1,32.1,120.6,150.8,5.6,Onion Green
28.1,57.3,139.0,132.6,87.4,118.7,5.4,Bengal Gram Dal (Chana Dal)
33.0,60.0,255.2,57.8,119.9,155.3,7.2,Mango
37.0,49.2,165.2,32.1,26.6,159.5,5.3,Pumpkin
29.4,51.9,175.2,126.7,91.6,81.6,5.0,Black Gram (Urd Beans)(Whole)
31.4,83.9,195.7,17.4,17.6,147.8,5.2,Garlic
15.6,67.5,134.1,29.6,45.4,36.7,8.1,Methi(Leaves)
11.3,83.5,181.9,139.0,10.7,113.5,8.4,Onion
13.2,48.9,51.0,95.4,24.2,134.3,8.5,Tender Coconut
10.2,79.8,226.0,92.7,10.0,74.2,8.2,Cucumbar(Kheera)
33.4,47.9,60.6,99.6,106.5,197.5,5.5,Lime
20.7,41.6,101.0,26.2,70.9,163.6,6.8,Seetapal
15.3,36.6,250.2,48.5,11.4,54.4,7.2,Chili Red
19.3,33.5,161.8,43.6,29.6,71.6,5.2,Bitter gourd
17.5,62.1,222.4,95.1,36.6,120.3,7.7,Beans
10.3,43.0,256.8,93.9,129.7,11.7,6.9,Mustard
36.3,45.5,215.0,114.4,80.5,108.6,5.5,Karbuja(Musk Melon)
26.9,85.0,273.0,89.2,37.3,160.6,5.3,Arhar (Tur/Red Gram)(Whole)
31.3,65.7,139.3,113.5,135.9,178.3,5.5,Bajra(Pearl Millet/Cumbu)
16.7,33.1,98.5,52.3,58.8,63.4,6.6,Cherry
38.9,39.8,124.9,14.0,39.4,167.3,6.0,Peas Wet
30.6,81.5,72.2,121.1,46.5,36.6,5.5,Soanf
14.7,61.3,127.0,5.9,66.0,153.0,8.1,Ox
33.5,65.0,70.6,107.2,10.1,98.1,5.2,Amla(Nelli Kai)
29.7,44.7,230.3,50.3,114.6,28.0,5.9,Cinamon(Dalchini)
14.8,87.5,231.9,73.9,136.5,126.9,7.4,Sweet Potato
13.2,32.3,102.1,40.1,16.4,13.5,7.5,Cucumbar(Kheera)
21.3,30.8,114.9,65.5,100.6,78.3,6.6,Arecanut(Betelnut/Supari)
36.1,48.3,296.0,118.7,58.4,46.5,4.8,Corriander seed
32.1,70.1,253.7,24.5,137.2,33.9,4.6,Sugar
14.3,49.4,127.6,112.1,122.3,39.7,5.0,Litchi
38.5,67.9,82.5,78.4,113.2,145.2,5.2,Pineapple
14.9,61.1,230.9,44.9,17.7,170.1,5.5,Apple
26.4,71.1,225.7,111.1,133.1,74.1,4.7,Goat
31.1,35.2,248.1,31.1,72.9,192.8,6.8,Beans
35.5,32.7,233.5,47.8,69.4,190.4,5.8,Chikoos(Sapota)
16.6,65.7,294.2,62.9,99.6,110.6,6.5,Cashewnuts
27.6,50.3,124.0,48.6,71.0,199.8,7.6,Corriander seed
21.5,56.4,155.7,93.0,111.4,67.5,8.2,Onion
25.8,88.2,231.0,29.7,15.2,141.1,5.1,Bengal Gram Dal (Chana Dal)
21.3,34.0,74.6,0.2,0.3,192.0,8.2,Guava
18.6,72.6,181.0,11.0,0.1,4.2,4.8,Castor Seed
13.4,34.3,263.0,108.5,38.2,66.5,5.7,Grapes
11.3,74.5,269.9,59.5,60.0,62.4,8.0,Bengal Gram(Gram)(Whole)
13.7,81.6,249.9,25.8,42.8,162.6,5.2,Sweet Pumpkin
31.7,85.3,131.5,14.7,62.4,161.1,6.3,Peas Wet
20.2,62.5,218.8,88.7,67.1,114.0,5.6,Jowar(Sorghum)
20.4,46.3,106.5,35.6,19.6,122.3,5.6,Green Gram Dal (Moong Dal)
30.2,53.2,294.7,34.1,88.4,173.7,7.7,Groundnut
28.2,61.8,180.2,95.8,6.4,94.2,6.3,Kulthi(Horse Gram)
22.6,36.2,160.8,113.0,43.5,88.7,8.3,Grapes
14.4,88.2,232.4,35.0,105.0,117.9,4.9,Arecanut(Betelnut/Supari)
38.7,84.3,87.8,6.0,57.9,107.0,6.6,Maize
27.1,35.8,198.8,139.8,136.9,0.5,7.7,Raddish
15.8,51.9,110.7,47.2,136.7,204.5,7.2,Cardamoms
29.0,55.2,177.0,8.8,120.9,160.8,5.2,Bitter gourd
27.5,49.4,179.1,98.0,13.6,127.3,8.2,Little gourd (Kundru)
32.3,80.1,270.9,58.3,50.2,11.8,8.2,Cherry
11.4,73.7,149.4,134.9,82.4,158.1,7.9,Cinamon(Dalchini)
28.6,33.0,116.6,100.6,82.7,96.3,7.3,Ragi (Finger Millet)
26.0,79.6,297.6,52.5,36.6,23.4,5.1,Cummin Seed(Jeera)
31.3,69.1,160.2,55.7,52.9,58.1,4.8,Litchi
33.4,73.4,183.3,123.7,65.2,30.7,7.9,Marigold(Calcutta)
26.7,43.7,54.4,53.7,79.4,37.6,6.2,Linseed
33.5,68.6,131.6,93.0,111.0,121.5,5.5,Pumpkin
34.3,86.1,257.4,101.9,21.8,71.5,6.8,Green Gram Dal (Moong Dal)
17.0,54.3,117.3,27.8,113.6,186.4,6.0,Cashewnuts
19.8,85.3,97.5,26.3,82.0,10.4,7.7,Green Chilli
15.6,81.5,89.0,120.8,12.6,185.9,5.5,Carrot
21.7,47.3,138.9,100.7,43.1,116.1,6.4,Almond(Badam)
28.1,40.0,271.1,95.2,52.6,140.1,5.0,Leafy Vegetable
21.6,36.9,260.6,69.7,18.5,23.6,5.1,Sunflower
33.2,76.8,107.6,24.5,133.5,9.0,7.4,Groundnut
11.1,45.6,103.3,121.4,86.8,156.6,8.3,Sugar
23.0,88.0,163.1,20.0,56.5,195.1,5.8,Ox
28.5,39.3,194.2,115.7,6.2,86.0,6.3,Tomato
11.2,82.2,178.2,55.8,72.1,136.8,4.6,Kulthi(Horse Gram)
26.5,48.5,175.9,78.2,34.8,114.2,7.5,Little gourd (Kundru)
27.4,73.9,201.3,95.0,125.5,179.1,7.9,Elephant Yam (Suran)
20.1,40.9,131.0,6.9,137.8,119.1,7.8,Plum
15.3,75.5,53.9,15.9,4.3,27.8,7.5,French Beans (Frasbean)
15.7,44.7,232.7,12.5,50.8,186.8,6.7,Elephant Yam (Suran)
30.4,34.6,118.7,113.0,66.7,112.0,6.2,Pointed gourd (Parval)
11.6,55.8,247.1,100.1,124.8,2.0,8.4,Wheat
18.1,58.5,208.6,139.9,15.2,102.2,6.0,Guar
12.8,36.1,99.8,140.0,0.3,130.9,5.1,Onion
15.6,88.7,229.3,35.1,85.7,109.5,7.9,Marigold(Calcutta)
16.2,57.2,119.4,84.5,143.7,112.2,7.1,Ghee
16.1,89.2,279.1,84.6,95.7,109.4,6.1,Elephant Yam (Suran)
20.6,86.8,236.9,76.4,36.5,77.8,5.1,Ghee
14.8,56.9,235.8,2.9,4.2,138.8,7.4,Methi Seeds
28.3,49.5,104.2,11.9,90.0,180.8,5.9,Mango
29.5,42.6,224.1,43.4,126.6,69.1,7.0,Arhar Dal(Tur Dal)
33.7,44.0,209.8,33.0,103.5,179.1,5.0,Soyabean
39.6,82.5,124.1,71.1,33.5,105.5,7.2,French Beans (Frasbean)
11.2,66.6,229.3,51.6,31.2,110.2,7.8,Cherry
38.2,40.9,66.6,103.8,83.3,172.6,5.1,Sugar
25.1,41.2,221.2,58.6,13.3,130.6,5.9,Tamarind Fruit
31.0,89.1,68.8,60.0,34.7,129.2,7.7,Plum
31.5,82.6,118.1,47.9,135.0,118.6,5.2,Elephant Yam (Suran)
25.8,88.3,254.0,109.4,75.0,68.0,4.6,Leafy Vegetable
31.3,73.2,194.1,20.9,112.0,153.9,7.9,Rice
11.2,38.8,291.4,64.7,124.0,95.3,7.1,Cucumbar(Kheera)
28.1,70.1,188.6,49.2,129.2,16.7,6.4,Seetapal
37.4,59.7,83.7,114.1,84.8,158.5,6.4,Bajra(Pearl Millet/Cumbu)
20.5,37.9,81.7,114.2,133.2,159.4,8.4,Cardamoms
31.7,30.9,122.3,89.8,27.0,62.1,6.4,Carrot
24.2,42.0,53.9,40.6,53.6,115.7,8.3,Soanf
35.0,36.3,85.3,136.8,85.2,104.5,6.6,Mango
20.0,48.2,152.7,3.2,96.9,173.2,5.9,Sabu Dan
12.1,81.3,245.4,14.5,15.6,20.7,4.5,Lime
24.4,72.6,102.6,103.4,79.5,19.7,6.7,Water Melon
14.2,31.3,267.3,77.6,88.3,190.0,7.2,Mango
22.9,57.4,174.9,92.3,67.6,140.7,5.8,Safflower
26.1,61.0,276.3,110.6,131.8,44.7,6.6,Pear(Marasebu)
35.8,70.6,259.5,120.2,108.5,90.0,6.9,Raddish
21.8,52.1,222.5,54.2,50.2,171.4,4.9,Peas Wet
28.7,41.3,167.4,100.8,76.8,81.1,5.8,Marigold(Calcutta)
37.7,77.1,197.5,0.9,112.0,144.0,7.0,Paddy(Dhan)(Common)
17.1,89.3,175.2,27.2,69.2,177.6,4.6,Drumstick
29.7,83.7,148.2,134.6,60.3,123.2,7.3,Cauliflower
17.4,73.0,253.0,50.2,24.3,18.9,6.8,Plum
31.3,49.7,190.3,101.7,43.0,141.1,6.8,Long Melon(Kakri)
36.3,36.2,146.2,108.7,62.6,68.1,6.1,Carrot
11.5,67.6,283.3,134.1,86.5,4.1,4.9,Tomato
12.4,85.3,229.6,112.2,84.7,136.0,6.1,Ragi (Finger Millet)
33.0,52.2,91.8,1.6,90.1,83.3,5.8,Amla(Nelli Kai)
37.0,51.5,170.1,126.6,116.3,49.9,5.8,French Beans (Frasbean)
32.5,52.7,267.3,54.2,50.7,204.6,6.4,Potato
12.8,63.8,140.8,28.3,86.3,74.5,5.2,Sugar
14.6,64.6,254.9,27.1,11.7,149.6,4.5,Karbuja(Musk Melon)
20.8,57.9,222.5,123.8,30.0,188.2,7.8,Safflower
39.3,86.8,139.6,19.7,47.2,6.2,4.6,Mustard
28.9,85.4,218.6,27.4,22.1,51.7,6.1,Masur Dal
